video_id,video_path,category,binary_label,compression,split,original_fps,num_frames
126_104,Deepfakes/126_104.mp4,Deepfakes,1,c23,train,30.0,328
127_129,Deepfakes/127_129.mp4,Deepfakes,1,c23,train,30.0,864
128_896,Deepfakes/128_896.mp4,Deepfakes,1,c23,train,25.0,735
129_127,Deepfakes/129_127.mp4,Deepfakes,1,c23,train,30.0,330
130_139,Deepfakes/130_139.mp4,Deepfakes,1,c23,train,25.0,662
131_518,Deepfakes/131_518.mp4,Deepfakes,1,c23,train,18.0,306
132_007,Deepfakes/132_007.mp4,Deepfakes,1,c23,train,25.0,413
133_148,Deepfakes/133_148.mp4,Deepfakes,1,c23,train,30.0,767
134_192,Deepfakes/134_192.mp4,Deepfakes,1,c23,test,30.0,346
135_880,Deepfakes/135_880.mp4,Deepfakes,1,c23,train,24.0,327
136_285,Deepfakes/136_285.mp4,Deepfakes,1,c23,test,30.0,611
137_165,Deepfakes/137_165.mp4,Deepfakes,1,c23,val,25.0,606
138_142,Deepfakes/138_142.mp4,Deepfakes,1,c23,val,25.0,410
139_130,Deepfakes/139_130.mp4,Deepfakes,1,c23,val,25.0,378
140_143,Deepfakes/140_143.mp4,Deepfakes,1,c23,train,25.0,485
141_161,Deepfakes/141_161.mp4,Deepfakes,1,c23,train,30.0,508
142_138,Deepfakes/142_138.mp4,Deepfakes,1,c23,train,25.0,962
143_140,Deepfakes/143_140.mp4,Deepfakes,1,c23,train,25.0,414
144_122,Deepfakes/144_122.mp4,Deepfakes,1,c23,train,30.0,344
145_299,Deepfakes/145_299.mp4,Deepfakes,1,c23,train,15.0,475
146_256,Deepfakes/146_256.mp4,Deepfakes,1,c23,train,24.0,1003
147_055,Deepfakes/147_055.mp4,Deepfakes,1,c23,test,30.0,667
148_133,Deepfakes/148_133.mp4,Deepfakes,1,c23,train,30.0,475
149_152,Deepfakes/149_152.mp4,Deepfakes,1,c23,train,25.0,363
150_153,Deepfakes/150_153.mp4,Deepfakes,1,c23,val,25.0,456
151_225,Deepfakes/151_225.mp4,Deepfakes,1,c23,train,30.0,347
152_149,Deepfakes/152_149.mp4,Deepfakes,1,c23,train,25.0,313
153_150,Deepfakes/153_150.mp4,Deepfakes,1,c23,train,25.0,732
154_386,Deepfakes/154_386.mp4,Deepfakes,1,c23,train,30.0,594
155_576,Deepfakes/155_576.mp4,Deepfakes,1,c23,test,25.0,829
156_243,Deepfakes/156_243.mp4,Deepfakes,1,c23,val,25.0,518
157_245,Deepfakes/157_245.mp4,Deepfakes,1,c23,train,25.0,486
158_379,Deepfakes/158_379.mp4,Deepfakes,1,c23,train,30.0,444
159_175,Deepfakes/159_175.mp4,Deepfakes,1,c23,train,25.0,325
160_928,Deepfakes/160_928.mp4,Deepfakes,1,c23,train,30.0,534
161_141,Deepfakes/161_141.mp4,Deepfakes,1,c23,val,30.0,369
162_330,Deepfakes/162_330.mp4,Deepfakes,1,c23,train,30.0,685
163_031,Deepfakes/163_031.mp4,Deepfakes,1,c23,train,30.0,304
164_216,Deepfakes/164_216.mp4,Deepfakes,1,c23,train,25.0,1021
165_137,Deepfakes/165_137.mp4,Deepfakes,1,c23,train,25.0,387
166_167,Deepfakes/166_167.mp4,Deepfakes,1,c23,val,25.0,756
167_166,Deepfakes/167_166.mp4,Deepfakes,1,c23,train,25.0,341
168_222,Deepfakes/168_222.mp4,Deepfakes,1,c23,train,30.0,1228
169_227,Deepfakes/169_227.mp4,Deepfakes,1,c23,train,30.0,649
170_186,Deepfakes/170_186.mp4,Deepfakes,1,c23,train,30.0,504
171_173,Deepfakes/171_173.mp4,Deepfakes,1,c23,test,30.0,541
172_582,Deepfakes/172_582.mp4,Deepfakes,1,c23,test,30.0,752
173_171,Deepfakes/173_171.mp4,Deepfakes,1,c23,train,30.0,721
174_964,Deepfakes/174_964.mp4,Deepfakes,1,c23,train,30.0,414
175_159,Deepfakes/175_159.mp4,Deepfakes,1,c23,train,25.0,504
176_190,Deepfakes/176_190.mp4,Deepfakes,1,c23,train,30.0,376
177_211,Deepfakes/177_211.mp4,Deepfakes,1,c23,train,25.0,410
178_598,Deepfakes/178_598.mp4,Deepfakes,1,c23,test,25.0,521
179_212,Deepfakes/179_212.mp4,Deepfakes,1,c23,train,30.0,1260
180_105,Deepfakes/180_105.mp4,Deepfakes,1,c23,train,30.0,569
181_199,Deepfakes/181_199.mp4,Deepfakes,1,c23,train,30.0,478
182_242,Deepfakes/182_242.mp4,Deepfakes,1,c23,test,30.0,620
183_253,Deepfakes/183_253.mp4,Deepfakes,1,c23,train,30.0,390
184_205,Deepfakes/184_205.mp4,Deepfakes,1,c23,train,25.0,1254
185_276,Deepfakes/185_276.mp4,Deepfakes,1,c23,train,25.0,875
186_170,Deepfakes/186_170.mp4,Deepfakes,1,c23,train,30.0,334
187_234,Deepfakes/187_234.mp4,Deepfakes,1,c23,train,30.0,986
188_191,Deepfakes/188_191.mp4,Deepfakes,1,c23,train,30.0,310
189_200,Deepfakes/189_200.mp4,Deepfakes,1,c23,test,25.0,512
190_176,Deepfakes/190_176.mp4,Deepfakes,1,c23,test,30.0,331
191_188,Deepfakes/191_188.mp4,Deepfakes,1,c23,test,30.0,372
192_134,Deepfakes/192_134.mp4,Deepfakes,1,c23,train,30.0,287
193_030,Deepfakes/193_030.mp4,Deepfakes,1,c23,train,30.0,372
194_235,Deepfakes/194_235.mp4,Deepfakes,1,c23,train,25.0,567
195_442,Deepfakes/195_442.mp4,Deepfakes,1,c23,train,25.0,333
196_310,Deepfakes/196_310.mp4,Deepfakes,1,c23,train,25.0,426
197_224,Deepfakes/197_224.mp4,Deepfakes,1,c23,train,25.0,880
198_106,Deepfakes/198_106.mp4,Deepfakes,1,c23,train,30.0,392
199_181,Deepfakes/199_181.mp4,Deepfakes,1,c23,train,30.0,368
200_189,Deepfakes/200_189.mp4,Deepfakes,1,c23,train,25.0,719
201_203,Deepfakes/201_203.mp4,Deepfakes,1,c23,train,25.0,863
202_348,Deepfakes/202_348.mp4,Deepfakes,1,c23,train,25.0,323
203_201,Deepfakes/203_201.mp4,Deepfakes,1,c23,val,25.0,446
204_230,Deepfakes/204_230.mp4,Deepfakes,1,c23,train,30.0,515
205_184,Deepfakes/205_184.mp4,Deepfakes,1,c23,train,25.0,307
206_221,Deepfakes/206_221.mp4,Deepfakes,1,c23,train,25.0,714
207_908,Deepfakes/207_908.mp4,Deepfakes,1,c23,train,24.0,346
208_215,Deepfakes/208_215.mp4,Deepfakes,1,c23,train,25.0,465
209_016,Deepfakes/209_016.mp4,Deepfakes,1,c23,train,30.0,337
210_241,Deepfakes/210_241.mp4,Deepfakes,1,c23,train,30.0,839
211_177,Deepfakes/211_177.mp4,Deepfakes,1,c23,val,25.0,527
212_179,Deepfakes/212_179.mp4,Deepfakes,1,c23,train,30.0,415
213_083,Deepfakes/213_083.mp4,Deepfakes,1,c23,test,30.0,378
214_255,Deepfakes/214_255.mp4,Deepfakes,1,c23,train,30.0,462
215_208,Deepfakes/215_208.mp4,Deepfakes,1,c23,train,25.0,588
216_164,Deepfakes/216_164.mp4,Deepfakes,1,c23,train,25.0,476
217_117,Deepfakes/217_117.mp4,Deepfakes,1,c23,train,25.0,702
218_239,Deepfakes/218_239.mp4,Deepfakes,1,c23,train,25.0,353
219_220,Deepfakes/219_220.mp4,Deepfakes,1,c23,train,25.0,350
220_219,Deepfakes/220_219.mp4,Deepfakes,1,c23,train,25.0,357
221_206,Deepfakes/221_206.mp4,Deepfakes,1,c23,train,25.0,718
222_168,Deepfakes/222_168.mp4,Deepfakes,1,c23,train,30.0,407
223_586,Deepfakes/223_586.mp4,Deepfakes,1,c23,val,60.0,336
224_197,Deepfakes/224_197.mp4,Deepfakes,1,c23,train,25.0,488
225_151,Deepfakes/225_151.mp4,Deepfakes,1,c23,test,30.0,304
226_491,Deepfakes/226_491.mp4,Deepfakes,1,c23,train,30.0,328
227_169,Deepfakes/227_169.mp4,Deepfakes,1,c23,train,30.0,441
228_289,Deepfakes/228_289.mp4,Deepfakes,1,c23,train,25.0,556
229_247,Deepfakes/229_247.mp4,Deepfakes,1,c23,train,25.0,392
230_204,Deepfakes/230_204.mp4,Deepfakes,1,c23,train,30.0,372
231_663,Deepfakes/231_663.mp4,Deepfakes,1,c23,train,25.0,573
232_248,Deepfakes/232_248.mp4,Deepfakes,1,c23,train,30.0,574
233_995,Deepfakes/233_995.mp4,Deepfakes,1,c23,train,30.0,675
234_187,Deepfakes/234_187.mp4,Deepfakes,1,c23,train,30.0,528
235_194,Deepfakes/235_194.mp4,Deepfakes,1,c23,train,25.0,312
236_237,Deepfakes/236_237.mp4,Deepfakes,1,c23,train,25.0,651
237_236,Deepfakes/237_236.mp4,Deepfakes,1,c23,train,25.0,757
238_282,Deepfakes/238_282.mp4,Deepfakes,1,c23,train,25.0,622
239_218,Deepfakes/239_218.mp4,Deepfakes,1,c23,train,25.0,588
240_290,Deepfakes/240_290.mp4,Deepfakes,1,c23,train,30.0,1274
241_210,Deepfakes/241_210.mp4,Deepfakes,1,c23,train,30.0,292
242_182,Deepfakes/242_182.mp4,Deepfakes,1,c23,val,30.0,331
243_156,Deepfakes/243_156.mp4,Deepfakes,1,c23,train,25.0,387
244_822,Deepfakes/244_822.mp4,Deepfakes,1,c23,train,25.0,557
245_157,Deepfakes/245_157.mp4,Deepfakes,1,c23,val,25.0,334
246_258,Deepfakes/246_258.mp4,Deepfakes,1,c23,train,30.0,496
247_229,Deepfakes/247_229.mp4,Deepfakes,1,c23,train,25.0,399
248_232,Deepfakes/248_232.mp4,Deepfakes,1,c23,train,30.0,496
249_280,Deepfakes/249_280.mp4,Deepfakes,1,c23,val,30.0,632
250_461,Deepfakes/250_461.mp4,Deepfakes,1,c23,train,25.0,564
251_375,Deepfakes/251_375.mp4,Deepfakes,1,c23,train,25.0,346
252_266,Deepfakes/252_266.mp4,Deepfakes,1,c23,train,25.0,572
253_183,Deepfakes/253_183.mp4,Deepfakes,1,c23,train,30.0,501
254_261,Deepfakes/254_261.mp4,Deepfakes,1,c23,train,25.0,427
255_214,Deepfakes/255_214.mp4,Deepfakes,1,c23,train,30.0,470
256_146,Deepfakes/256_146.mp4,Deepfakes,1,c23,test,24.0,546
257_420,Deepfakes/257_420.mp4,Deepfakes,1,c23,train,25.0,763
258_246,Deepfakes/258_246.mp4,Deepfakes,1,c23,train,30.0,498
259_345,Deepfakes/259_345.mp4,Deepfakes,1,c23,train,25.0,444
260_331,Deepfakes/260_331.mp4,Deepfakes,1,c23,train,25.0,302
261_254,Deepfakes/261_254.mp4,Deepfakes,1,c23,train,25.0,677
262_301,Deepfakes/262_301.mp4,Deepfakes,1,c23,train,25.0,397
263_284,Deepfakes/263_284.mp4,Deepfakes,1,c23,train,30.0,300
264_271,Deepfakes/264_271.mp4,Deepfakes,1,c23,train,30.0,455
265_475,Deepfakes/265_475.mp4,Deepfakes,1,c23,train,25.0,552
266_252,Deepfakes/266_252.mp4,Deepfakes,1,c23,train,25.0,465
267_286,Deepfakes/267_286.mp4,Deepfakes,1,c23,train,30.0,306
268_269,Deepfakes/268_269.mp4,Deepfakes,1,c23,train,30.0,1465
269_268,Deepfakes/269_268.mp4,Deepfakes,1,c23,train,30.0,387
270_297,Deepfakes/270_297.mp4,Deepfakes,1,c23,train,25.0,311
271_264,Deepfakes/271_264.mp4,Deepfakes,1,c23,train,30.0,490
272_396,Deepfakes/272_396.mp4,Deepfakes,1,c23,train,30.0,323
273_807,Deepfakes/273_807.mp4,Deepfakes,1,c23,train,30.0,322
274_412,Deepfakes/274_412.mp4,Deepfakes,1,c23,train,30.0,474
275_887,Deepfakes/275_887.mp4,Deepfakes,1,c23,train,25.0,424
276_185,Deepfakes/276_185.mp4,Deepfakes,1,c23,train,25.0,331
277_335,Deepfakes/277_335.mp4,Deepfakes,1,c23,train,30.0,966
278_306,Deepfakes/278_306.mp4,Deepfakes,1,c23,train,25.0,449
279_298,Deepfakes/279_298.mp4,Deepfakes,1,c23,train,30.0,906
280_249,Deepfakes/280_249.mp4,Deepfakes,1,c23,val,30.0,606
281_474,Deepfakes/281_474.mp4,Deepfakes,1,c23,train,30.0,309
282_238,Deepfakes/282_238.mp4,Deepfakes,1,c23,train,25.0,594
283_313,Deepfakes/283_313.mp4,Deepfakes,1,c23,train,30.0,966
284_263,Deepfakes/284_263.mp4,Deepfakes,1,c23,val,30.0,483
285_136,Deepfakes/285_136.mp4,Deepfakes,1,c23,train,30.0,383
286_267,Deepfakes/286_267.mp4,Deepfakes,1,c23,val,30.0,668
287_426,Deepfakes/287_426.mp4,Deepfakes,1,c23,train,30.0,475
288_321,Deepfakes/288_321.mp4,Deepfakes,1,c23,train,25.0,543
289_228,Deepfakes/289_228.mp4,Deepfakes,1,c23,val,25.0,597
290_240,Deepfakes/290_240.mp4,Deepfakes,1,c23,train,30.0,422
291_874,Deepfakes/291_874.mp4,Deepfakes,1,c23,train,30.0,330
292_294,Deepfakes/292_294.mp4,Deepfakes,1,c23,train,30.0,425
293_296,Deepfakes/293_296.mp4,Deepfakes,1,c23,train,25.0,758
294_292,Deepfakes/294_292.mp4,Deepfakes,1,c23,train,30.0,604
295_099,Deepfakes/295_099.mp4,Deepfakes,1,c23,train,25.0,411
296_293,Deepfakes/296_293.mp4,Deepfakes,1,c23,train,25.0,336
297_270,Deepfakes/297_270.mp4,Deepfakes,1,c23,train,25.0,390
298_279,Deepfakes/298_279.mp4,Deepfakes,1,c23,train,30.0,569
299_145,Deepfakes/299_145.mp4,Deepfakes,1,c23,train,15.0,314
300_304,Deepfakes/300_304.mp4,Deepfakes,1,c23,train,25.0,598
301_262,Deepfakes/301_262.mp4,Deepfakes,1,c23,test,25.0,763
302_323,Deepfakes/302_323.mp4,Deepfakes,1,c23,train,25.0,875
303_309,Deepfakes/303_309.mp4,Deepfakes,1,c23,train,25.0,571
304_300,Deepfakes/304_300.mp4,Deepfakes,1,c23,train,25.0,610
305_513,Deepfakes/305_513.mp4,Deepfakes,1,c23,train,25.0,843
306_278,Deepfakes/306_278.mp4,Deepfakes,1,c23,train,25.0,728
307_365,Deepfakes/307_365.mp4,Deepfakes,1,c23,train,25.0,378
308_388,Deepfakes/308_388.mp4,Deepfakes,1,c23,test,30.0,502
309_303,Deepfakes/309_303.mp4,Deepfakes,1,c23,test,25.0,850
310_196,Deepfakes/310_196.mp4,Deepfakes,1,c23,train,25.0,375
311_387,Deepfakes/311_387.mp4,Deepfakes,1,c23,train,30.0,368
312_021,Deepfakes/312_021.mp4,Deepfakes,1,c23,train,30.0,428
313_283,Deepfakes/313_283.mp4,Deepfakes,1,c23,train,30.0,481
314_347,Deepfakes/314_347.mp4,Deepfakes,1,c23,train,30.0,413
315_322,Deepfakes/315_322.mp4,Deepfakes,1,c23,train,30.0,304
316_369,Deepfakes/316_369.mp4,Deepfakes,1,c23,train,30.0,566
317_359,Deepfakes/317_359.mp4,Deepfakes,1,c23,train,30.0,682
318_334,Deepfakes/318_334.mp4,Deepfakes,1,c23,train,25.0,475
319_352,Deepfakes/319_352.mp4,Deepfakes,1,c23,test,25.0,717
320_328,Deepfakes/320_328.mp4,Deepfakes,1,c23,val,30.0,504
321_288,Deepfakes/321_288.mp4,Deepfakes,1,c23,train,25.0,567
322_315,Deepfakes/322_315.mp4,Deepfakes,1,c23,test,30.0,313
323_302,Deepfakes/323_302.mp4,Deepfakes,1,c23,train,25.0,456
324_356,Deepfakes/324_356.mp4,Deepfakes,1,c23,train,25.0,1249
325_492,Deepfakes/325_492.mp4,Deepfakes,1,c23,train,30.0,1421
326_501,Deepfakes/326_501.mp4,Deepfakes,1,c23,train,25.0,914
327_329,Deepfakes/327_329.mp4,Deepfakes,1,c23,val,30.0,495
328_320,Deepfakes/328_320.mp4,Deepfakes,1,c23,val,30.0,319
329_327,Deepfakes/329_327.mp4,Deepfakes,1,c23,train,30.0,415
330_162,Deepfakes/330_162.mp4,Deepfakes,1,c23,train,30.0,407
331_260,Deepfakes/331_260.mp4,Deepfakes,1,c23,train,25.0,469
332_051,Deepfakes/332_051.mp4,Deepfakes,1,c23,train,25.0,695
333_377,Deepfakes/333_377.mp4,Deepfakes,1,c23,train,30.0,429
334_318,Deepfakes/334_318.mp4,Deepfakes,1,c23,train,25.0,1339
335_277,Deepfakes/335_277.mp4,Deepfakes,1,c23,train,30.0,384
336_338,Deepfakes/336_338.mp4,Deepfakes,1,c23,train,25.0,507
337_522,Deepfakes/337_522.mp4,Deepfakes,1,c23,train,25.0,331
338_336,Deepfakes/338_336.mp4,Deepfakes,1,c23,val,25.0,889
339_392,Deepfakes/339_392.mp4,Deepfakes,1,c23,test,30.0,457
340_341,Deepfakes/340_341.mp4,Deepfakes,1,c23,test,30.0,293
341_340,Deepfakes/341_340.mp4,Deepfakes,1,c23,train,30.0,827
342_416,Deepfakes/342_416.mp4,Deepfakes,1,c23,train,25.0,302
343_363,Deepfakes/343_363.mp4,Deepfakes,1,c23,train,25.0,299
344_020,Deepfakes/344_020.mp4,Deepfakes,1,c23,train,25.0,631
345_259,Deepfakes/345_259.mp4,Deepfakes,1,c23,val,25.0,423
346_351,Deepfakes/346_351.mp4,Deepfakes,1,c23,train,30.0,615
347_314,Deepfakes/347_314.mp4,Deepfakes,1,c23,train,30.0,458
348_202,Deepfakes/348_202.mp4,Deepfakes,1,c23,train,25.0,414
349_350,Deepfakes/349_350.mp4,Deepfakes,1,c23,train,25.0,471
350_349,Deepfakes/350_349.mp4,Deepfakes,1,c23,val,25.0,405
351_346,Deepfakes/351_346.mp4,Deepfakes,1,c23,test,30.0,684
352_319,Deepfakes/352_319.mp4,Deepfakes,1,c23,train,25.0,421
353_383,Deepfakes/353_383.mp4,Deepfakes,1,c23,train,30.0,358
354_362,Deepfakes/354_362.mp4,Deepfakes,1,c23,train,30.0,460
355_748,Deepfakes/355_748.mp4,Deepfakes,1,c23,train,30.0,499
356_324,Deepfakes/356_324.mp4,Deepfakes,1,c23,train,25.0,558
357_432,Deepfakes/357_432.mp4,Deepfakes,1,c23,train,30.0,346
358_380,Deepfakes/358_380.mp4,Deepfakes,1,c23,val,30.0,534
359_317,Deepfakes/359_317.mp4,Deepfakes,1,c23,val,30.0,456
360_437,Deepfakes/360_437.mp4,Deepfakes,1,c23,train,25.0,385
361_448,Deepfakes/361_448.mp4,Deepfakes,1,c23,train,30.0,455
362_354,Deepfakes/362_354.mp4,Deepfakes,1,c23,train,30.0,455
363_343,Deepfakes/363_343.mp4,Deepfakes,1,c23,train,25.0,473
364_440,Deepfakes/364_440.mp4,Deepfakes,1,c23,train,25.0,648
365_307,Deepfakes/365_307.mp4,Deepfakes,1,c23,train,25.0,369
366_473,Deepfakes/366_473.mp4,Deepfakes,1,c23,val,25.0,404
367_371,Deepfakes/367_371.mp4,Deepfakes,1,c23,train,25.0,649
368_378,Deepfakes/368_378.mp4,Deepfakes,1,c23,test,30.0,761
369_316,Deepfakes/369_316.mp4,Deepfakes,1,c23,train,30.0,320
370_483,Deepfakes/370_483.mp4,Deepfakes,1,c23,train,30.0,396
371_367,Deepfakes/371_367.mp4,Deepfakes,1,c23,train,25.0,718
372_413,Deepfakes/372_413.mp4,Deepfakes,1,c23,val,25.0,486
373_394,Deepfakes/373_394.mp4,Deepfakes,1,c23,train,25.0,602
374_407,Deepfakes/374_407.mp4,Deepfakes,1,c23,train,25.0,586
375_251,Deepfakes/375_251.mp4,Deepfakes,1,c23,train,25.0,353
376_381,Deepfakes/376_381.mp4,Deepfakes,1,c23,train,25.0,515
377_333,Deepfakes/377_333.mp4,Deepfakes,1,c23,train,30.0,398
378_368,Deepfakes/378_368.mp4,Deepfakes,1,c23,train,30.0,761
379_158,Deepfakes/379_158.mp4,Deepfakes,1,c23,train,30.0,341
380_358,Deepfakes/380_358.mp4,Deepfakes,1,c23,train,30.0,455
381_376,Deepfakes/381_376.mp4,Deepfakes,1,c23,val,25.0,578
382_409,Deepfakes/382_409.mp4,Deepfakes,1,c23,train,25.0,313
383_353,Deepfakes/383_353.mp4,Deepfakes,1,c23,train,30.0,465
384_932,Deepfakes/384_932.mp4,Deepfakes,1,c23,train,25.0,462
385_414,Deepfakes/385_414.mp4,Deepfakes,1,c23,train,30.0,349
386_154,Deepfakes/386_154.mp4,Deepfakes,1,c23,val,30.0,449
387_311,Deepfakes/387_311.mp4,Deepfakes,1,c23,train,30.0,528
388_308,Deepfakes/388_308.mp4,Deepfakes,1,c23,train,30.0,636
389_480,Deepfakes/389_480.mp4,Deepfakes,1,c23,train,25.0,314
390_709,Deepfakes/390_709.mp4,Deepfakes,1,c23,test,24.0,809
391_406,Deepfakes/391_406.mp4,Deepfakes,1,c23,train,25.0,547
392_339,Deepfakes/392_339.mp4,Deepfakes,1,c23,train,30.0,1496
393_405,Deepfakes/393_405.mp4,Deepfakes,1,c23,val,25.0,579
394_373,Deepfakes/394_373.mp4,Deepfakes,1,c23,train,25.0,420
395_401,Deepfakes/395_401.mp4,Deepfakes,1,c23,train,30.0,448
396_272,Deepfakes/396_272.mp4,Deepfakes,1,c23,train,30.0,525
397_602,Deepfakes/397_602.mp4,Deepfakes,1,c23,test,30.0,355
398_457,Deepfakes/398_457.mp4,Deepfakes,1,c23,test,25.0,582
399_488,Deepfakes/399_488.mp4,Deepfakes,1,c23,train,30.0,862
400_476,Deepfakes/400_476.mp4,Deepfakes,1,c23,train,25.0,357
401_395,Deepfakes/401_395.mp4,Deepfakes,1,c23,test,30.0,492
402_453,Deepfakes/402_453.mp4,Deepfakes,1,c23,train,30.0,423
403_497,Deepfakes/403_497.mp4,Deepfakes,1,c23,train,30.0,707
404_429,Deepfakes/404_429.mp4,Deepfakes,1,c23,train,25.0,798
405_393,Deepfakes/405_393.mp4,Deepfakes,1,c23,train,25.0,531
406_391,Deepfakes/406_391.mp4,Deepfakes,1,c23,test,25.0,512
407_374,Deepfakes/407_374.mp4,Deepfakes,1,c23,train,25.0,504
408_424,Deepfakes/408_424.mp4,Deepfakes,1,c23,test,25.0,306
409_382,Deepfakes/409_382.mp4,Deepfakes,1,c23,train,25.0,361
410_411,Deepfakes/410_411.mp4,Deepfakes,1,c23,train,30.0,459
411_410,Deepfakes/411_410.mp4,Deepfakes,1,c23,train,30.0,529
412_274,Deepfakes/412_274.mp4,Deepfakes,1,c23,train,30.0,572
413_372,Deepfakes/413_372.mp4,Deepfakes,1,c23,train,25.0,379
414_385,Deepfakes/414_385.mp4,Deepfakes,1,c23,train,30.0,587
415_484,Deepfakes/415_484.mp4,Deepfakes,1,c23,test,30.0,563
416_342,Deepfakes/416_342.mp4,Deepfakes,1,c23,train,25.0,313
417_496,Deepfakes/417_496.mp4,Deepfakes,1,c23,train,30.0,861
418_507,Deepfakes/418_507.mp4,Deepfakes,1,c23,train,24.0,319
419_824,Deepfakes/419_824.mp4,Deepfakes,1,c23,train,60.0,487
420_257,Deepfakes/420_257.mp4,Deepfakes,1,c23,train,25.0,1126
421_423,Deepfakes/421_423.mp4,Deepfakes,1,c23,train,25.0,1038
422_695,Deepfakes/422_695.mp4,Deepfakes,1,c23,train,30.0,316
423_421,Deepfakes/423_421.mp4,Deepfakes,1,c23,train,25.0,1814
424_408,Deepfakes/424_408.mp4,Deepfakes,1,c23,train,25.0,311
425_485,Deepfakes/425_485.mp4,Deepfakes,1,c23,test,30.0,336
426_287,Deepfakes/426_287.mp4,Deepfakes,1,c23,train,30.0,335
427_637,Deepfakes/427_637.mp4,Deepfakes,1,c23,train,60.0,468
428_466,Deepfakes/428_466.mp4,Deepfakes,1,c23,train,30.0,540
429_404,Deepfakes/429_404.mp4,Deepfakes,1,c23,test,25.0,457
430_459,Deepfakes/430_459.mp4,Deepfakes,1,c23,test,30.0,357
431_447,Deepfakes/431_447.mp4,Deepfakes,1,c23,train,30.0,616
432_357,Deepfakes/432_357.mp4,Deepfakes,1,c23,val,30.0,360
433_498,Deepfakes/433_498.mp4,Deepfakes,1,c23,val,25.0,532
434_438,Deepfakes/434_438.mp4,Deepfakes,1,c23,train,30.0,337
435_456,Deepfakes/435_456.mp4,Deepfakes,1,c23,train,25.0,476
436_526,Deepfakes/436_526.mp4,Deepfakes,1,c23,train,30.0,518
437_360,Deepfakes/437_360.mp4,Deepfakes,1,c23,train,25.0,593
438_434,Deepfakes/438_434.mp4,Deepfakes,1,c23,train,30.0,542
439_441,Deepfakes/439_441.mp4,Deepfakes,1,c23,val,30.0,462
440_364,Deepfakes/440_364.mp4,Deepfakes,1,c23,train,25.0,419
441_439,Deepfakes/441_439.mp4,Deepfakes,1,c23,train,30.0,305
442_195,Deepfakes/442_195.mp4,Deepfakes,1,c23,test,25.0,355
443_514,Deepfakes/443_514.mp4,Deepfakes,1,c23,train,25.0,1146
444_655,Deepfakes/444_655.mp4,Deepfakes,1,c23,train,30.0,437
445_494,Deepfakes/445_494.mp4,Deepfakes,1,c23,train,25.0,1053
446_667,Deepfakes/446_667.mp4,Deepfakes,1,c23,train,25.0,423
447_431,Deepfakes/447_431.mp4,Deepfakes,1,c23,test,30.0,326
448_361,Deepfakes/448_361.mp4,Deepfakes,1,c23,val,30.0,528
449_451,Deepfakes/449_451.mp4,Deepfakes,1,c23,train,30.0,306
450_533,Deepfakes/450_533.mp4,Deepfakes,1,c23,train,30.0,774
451_449,Deepfakes/451_449.mp4,Deepfakes,1,c23,test,30.0,383
452_550,Deepfakes/452_550.mp4,Deepfakes,1,c23,val,30.0,606
453_402,Deepfakes/453_402.mp4,Deepfakes,1,c23,val,30.0,645
454_527,Deepfakes/454_527.mp4,Deepfakes,1,c23,train,30.0,384
455_471,Deepfakes/455_471.mp4,Deepfakes,1,c23,train,25.0,370
456_435,Deepfakes/456_435.mp4,Deepfakes,1,c23,train,25.0,608
457_398,Deepfakes/457_398.mp4,Deepfakes,1,c23,train,25.0,528
458_722,Deepfakes/458_722.mp4,Deepfakes,1,c23,train,24.0,351
459_430,Deepfakes/459_430.mp4,Deepfakes,1,c23,test,30.0,526
460_678,Deepfakes/460_678.mp4,Deepfakes,1,c23,train,30.0,640
461_250,Deepfakes/461_250.mp4,Deepfakes,1,c23,train,25.0,612
462_467,Deepfakes/462_467.mp4,Deepfakes,1,c23,test,30.0,585
463_464,Deepfakes/463_464.mp4,Deepfakes,1,c23,train,25.0,315
464_463,Deepfakes/464_463.mp4,Deepfakes,1,c23,train,25.0,404
465_482,Deepfakes/465_482.mp4,Deepfakes,1,c23,train,30.0,329
466_428,Deepfakes/466_428.mp4,Deepfakes,1,c23,train,30.0,334
467_462,Deepfakes/467_462.mp4,Deepfakes,1,c23,train,30.0,423
468_470,Deepfakes/468_470.mp4,Deepfakes,1,c23,train,25.0,597
469_481,Deepfakes/469_481.mp4,Deepfakes,1,c23,train,30.0,414
470_468,Deepfakes/470_468.mp4,Deepfakes,1,c23,train,25.0,905
471_455,Deepfakes/471_455.mp4,Deepfakes,1,c23,train,25.0,540
472_511,Deepfakes/472_511.mp4,Deepfakes,1,c23,train,25.0,479
473_366,Deepfakes/473_366.mp4,Deepfakes,1,c23,train,25.0,574
474_281,Deepfakes/474_281.mp4,Deepfakes,1,c23,train,30.0,296
475_265,Deepfakes/475_265.mp4,Deepfakes,1,c23,train,25.0,337
476_400,Deepfakes/476_400.mp4,Deepfakes,1,c23,train,25.0,310
477_487,Deepfakes/477_487.mp4,Deepfakes,1,c23,train,30.0,365
478_506,Deepfakes/478_506.mp4,Deepfakes,1,c23,train,30.0,749
479_706,Deepfakes/479_706.mp4,Deepfakes,1,c23,train,30.0,488
480_389,Deepfakes/480_389.mp4,Deepfakes,1,c23,test,25.0,485
481_469,Deepfakes/481_469.mp4,Deepfakes,1,c23,train,30.0,414
482_465,Deepfakes/482_465.mp4,Deepfakes,1,c23,train,30.0,354
