key,video_id,frame_path,category,video_name,label,binary_label,split,frame_number,original_frame_index,timestamp,video_fps,extraction_fps,width,height,face_detected,num_faces,face_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_source,landmarks,alignment_mode,crop_scale,align_status,crop_status,crop_x1,crop_y1,crop_x2,crop_y2,crop_size,crop_source,aligned_width,aligned_height,aligned_size,align_canvas_width,align_canvas_height,align_canvas_size,affine_matrix,image_format,detect_every_k
original/007/007_frame_00038,original/007,original/007_frame_00038.jpg,original,007,real,1,train,38,190,7.6,25.0,5,600,480,1,1,0.998284,325,96,399,192,interpolated,"{'left_eye': [377.2967651367187, 134.13088989257812], 'right_eye': [341.78291015624995, 133.73121948242186], 'nose': [357.5460998535156, 153.10252380371094], 'mouth_left': [373.70112304687495, 169.80030212402346], 'mouth_right': [345.43504028320314, 169.4070983886719]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.5854206123583003, -3.1788688861681793, 445.574904008843], [3.1788688861681793, 0.5854206123583003, -1010.511516088565]]",.jpg,5
original/007/007_frame_00039,original/007,original/007_frame_00039.jpg,original,007,real,1,train,39,195,7.8,25.0,5,600,480,1,1,0.998284,325,98,398,193,interpolated,"{'left_eye': [375.9778503417969, 135.0876007080078], 'right_eye': [340.7400268554687, 135.17951354980468], 'nose': [355.75469360351565, 154.46505737304688], 'mouth_left': [372.75580444335935, 170.57418518066405], 'mouth_right': [344.61200561523435, 170.6753967285156]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.5573126218669094, -3.2120128646805344, 465.21355931563687], [3.2120128646805344, 0.5573126218669094, -1014.707215849422]]",.jpg,5
original/007/007_frame_00040,original/007,original/007_frame_00040.jpg,original,007,real,1,train,40,200,8.0,25.0,5,600,480,1,1,0.998284,326,100,397,194,detected,"{'left_eye': [374.658935546875, 136.0443115234375], 'right_eye': [339.6971435546875, 136.6278076171875], 'nose': [353.9632873535156, 155.8275909423828], 'mouth_left': [371.81048583984375, 171.3480682373047], 'mouth_right': [343.7889709472656, 171.94369506835938]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.5275528589529479, -3.242292609726874, 485.00440597739276], [3.242292609726874, 0.5275528589529479, -1017.4796076844857]]",.jpg,5
original/007/007_frame_00041,original/007,original/007_frame_00041.jpg,original,007,real,1,train,41,205,8.2,25.0,5,600,480,1,1,0.998284,326,99,398,194,interpolated,"{'left_eye': [375.89150390625, 136.59117736816407], 'right_eye': [341.1313354492188, 136.1161682128906], 'nose': [355.3171569824219, 155.95891418457032], 'mouth_left': [372.10666503906253, 171.60275573730468], 'mouth_right': [344.1300415039062, 171.2452423095703]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.6217674903592637, -3.240343163546386, 450.46709893656424], [3.240343163546386, 0.6217674903592637, -1034.6582519261915]]",.jpg,5
original/007/007_frame_00042,original/007,original/007_frame_00042.jpg,original,007,real,1,train,42,210,8.4,25.0,5,600,480,1,1,0.998284,326,97,399,194,interpolated,"{'left_eye': [377.124072265625, 137.13804321289064], 'right_eye': [342.56552734375, 135.60452880859376], 'nose': [356.6710266113281, 156.09023742675782], 'mouth_left': [372.4028442382812, 171.8574432373047], 'mouth_right': [344.4711120605469, 170.54678955078126]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.7160855456916266, -3.231654809388542, 414.6580417445158], [3.231654809388542, 0.7160855456916266, -1049.4336884753948]]",.jpg,5
original/007/007_frame_00043,original/007,original/007_frame_00043.jpg,original,007,real,1,train,43,215,8.6,25.0,5,600,480,1,1,0.998284,326,96,400,194,interpolated,"{'left_eye': [378.356640625, 137.68490905761718], 'right_eye': [343.9997192382813, 135.09288940429687], 'nose': [358.0248962402344, 156.2215606689453], 'mouth_left': [372.69902343750005, 172.11213073730468], 'mouth_right': [344.8121826171875, 169.84833679199218]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.8099225478339337, -3.2161542994109293, 377.7757951969401], [3.2161542994109293, 0.8099225478339337, -1061.6687579593902]]",.jpg,5
original/007/007_frame_00044,original/007,original/007_frame_00044.jpg,original,007,real,1,train,44,220,8.8,25.0,5,600,480,1,1,0.998284,326,94,401,194,interpolated,"{'left_eye': [379.589208984375, 138.23177490234374], 'right_eye': [345.4339111328125, 134.58125], 'nose': [359.3787658691406, 156.3528839111328], 'mouth_left': [372.9952026367187, 172.3668182373047], 'mouth_right': [345.15325317382815, 169.14988403320314]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.9026854644588815, -3.193849979345598, 340.0370596565715], [3.193849979345598, 0.9026854644588815, -1071.2537202453955]]",.jpg,5
original/007/007_frame_00045,original/007,original/007_frame_00045.jpg,original,007,real,1,train,45,225,9.0,25.0,5,600,480,1,1,0.998481,326,93,402,194,detected,"{'left_eye': [380.82177734375, 138.7786407470703], 'right_eye': [346.86810302734375, 134.06961059570312], 'nose': [360.7326354980469, 156.4842071533203], 'mouth_left': [373.2913818359375, 172.6215057373047], 'mouth_right': [345.49432373046875, 168.45143127441406]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.993789240643407, -3.1648367310129437, 301.67140352987474], [3.1648367310129437, 0.993789240643407, -1078.1117455652015]]",.jpg,5
original/007/007_frame_00046,original/007,original/007_frame_00046.jpg,original,007,real,1,train,46,230,9.2,25.0,5,600,480,1,1,0.998481,325,93,400,192,interpolated,"{'left_eye': [379.8843200683594, 136.7771209716797], 'right_eye': [345.8962707519532, 132.17183837890627], 'nose': [359.95155639648436, 153.59659118652343], 'mouth_left': [372.03313598632815, 170.7374237060547], 'mouth_right': [344.7122497558594, 166.68912353515626]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[1.0158650628738597, -3.175901632423427, 289.38498881535304], [3.175901632423427, 1.0158650628738597, -1080.0606069893236]]",.jpg,5
original/007/007_frame_00047,original/007,original/007_frame_00047.jpg,original,007,real,1,train,47,235,9.4,25.0,5,600,480,1,1,0.998481,324,93,399,189,interpolated,"{'left_eye': [378.9468627929688, 134.77560119628907], 'right_eye': [344.9244384765625, 130.27406616210936], 'nose': [359.17047729492185, 150.70897521972654], 'mouth_left': [370.7748901367188, 168.85334167480468], 'mouth_right': [343.93017578125, 164.92681579589845]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[1.0368614033085026, -3.1825848209623233, 276.82343556546], [3.1825848209623233, 1.0368614033085026, -1080.1572757838564]]",.jpg,5
original/007/007_frame_00048,original/007,original/007_frame_00048.jpg,original,007,real,1,train,48,240,9.6,25.0,5,600,480,1,1,0.998481,323,92,397,187,interpolated,"{'left_eye': [378.0094055175781, 132.77408142089843], 'right_eye': [343.9526062011719, 128.3762939453125], 'nose': [358.3893981933594, 147.82135925292968], 'mouth_left': [369.51664428710933, 166.9692596435547], 'mouth_right': [343.1481018066406, 163.1645080566406]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[1.0566619774034858, -3.18475553303568, 264.0349693731186], [3.18475553303568, 1.0566619774034858, -1078.3582903840174]]",.jpg,5
original/007/007_frame_00049,original/007,original/007_frame_00049.jpg,original,007,real,1,train,49,245,9.8,25.0,5,600,480,1,1,0.998481,322,92,396,184,interpolated,"{'left_eye': [377.0719482421875, 130.7725616455078], 'right_eye': [342.98077392578125, 126.47852172851563], 'nose': [357.60831909179683, 144.9337432861328], 'mouth_left': [368.2583984375, 165.08517761230468], 'mouth_right': [342.36602783203125, 161.4022003173828]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[1.075153881609737, -3.182310760407578, 251.07129908349282], [3.182310760407578, 1.075153881609737, -1074.6320784391019]]",.jpg,5
original/007/007_frame_00050,original/007,original/007_frame_00050.jpg,original,007,real,1,train,50,250,10.0,25.0,5,600,480,1,1,0.998817,321,92,394,182,detected,"{'left_eye': [376.1344909667969, 128.7710418701172], 'right_eye': [342.0089416503906, 124.58074951171875], 'nose': [356.8272399902344, 142.04612731933594], 'mouth_left': [367.0001525878906, 163.2010955810547], 'mouth_right': [341.5839538574219, 159.639892578125]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,68,268,336,268,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.5815192673272016, 1.8123845317628993, -323.6066359120008], [-1.8123845317628993, 0.5815192673272016, 797.854807038807]]",.jpg,5
original/007/007_frame_00051,original/007,original/007_frame_00051.jpg,original,007,real,1,train,51,255,10.2,25.0,5,600,480,1,1,0.998817,321,92,394,183,interpolated,"{'left_eye': [376.3626403808594, 129.00956115722656], 'right_eye': [342.0778198242188, 125.10729522705078], 'nose': [357.0389892578125, 142.52371520996093], 'mouth_left': [367.5403991699219, 163.58944702148438], 'mouth_right': [341.73736572265625, 160.2636505126953]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,68,268,336,268,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.5792477740014983, 1.7972643692744927, -321.48464340875046], [-1.7972643692744927, 0.5792477740014983, 793.001893813566]]",.jpg,5
original/007/007_frame_00052,original/007,original/007_frame_00052.jpg,original,007,real,1,train,52,260,10.4,25.0,5,600,480,1,1,0.998817,321,93,395,184,interpolated,"{'left_eye': [376.5907897949219, 129.24808044433593], 'right_eye': [342.1466979980469, 125.6338409423828], 'nose': [357.2507385253906, 143.00130310058594], 'mouth_left': [368.0806457519531, 163.97779846191406], 'mouth_right': [341.8907775878906, 160.8874084472656]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.20672486708659388, 3.28564218347555, -383.4546659822732], [-3.28564218347555, 0.20672486708659388, 1363.9474299587448]]",.jpg,5
original/007/007_frame_00053,original/007,original/007_frame_00053.jpg,original,007,real,1,train,53,265,10.6,25.0,5,600,480,1,1,0.998817,322,93,395,184,interpolated,"{'left_eye': [376.8189392089844, 129.48659973144532], 'right_eye': [342.215576171875, 126.16038665771484], 'nose': [357.4624877929688, 143.47889099121093], 'mouth_left': [368.6208923339844, 164.36614990234375], 'mouth_right': [342.044189453125, 161.51116638183595]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.2216714854649225, 3.2635620038765705, -387.12771850150824], [-3.2635620038765705, 0.2216714854649225, 1354.4184425456906]]",.jpg,5
original/007/007_frame_00054,original/007,original/007_frame_00054.jpg,original,007,real,1,train,54,270,10.8,25.0,5,600,480,1,1,0.998817,322,94,396,185,interpolated,"{'left_eye': [377.0470886230469, 129.7251190185547], 'right_eye': [342.2844543457031, 126.68693237304687], 'nose': [357.6742370605469, 143.95647888183595], 'mouth_left': [369.1611389160156, 164.75450134277344], 'mouth_right': [342.1976013183594, 162.13492431640626]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.9527121558449991, -3.180198228949339, 293.13571413867584], [3.180198228949339, 0.9527121558449991, -1056.0037737906348]]",.jpg,5
original/007/007_frame_00055,original/007,original/007_frame_00055.jpg,original,007,real,1,train,55,275,11.0,25.0,5,600,480,1,1,0.998957,322,94,396,186,detected,"{'left_eye': [377.2752380371094, 129.96363830566406], 'right_eye': [342.35333251953125, 127.2134780883789], 'nose': [357.885986328125, 144.43406677246094], 'mouth_left': [369.7013854980469, 165.14285278320312], 'mouth_right': [342.35101318359375, 162.75868225097656]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.9183516095017192, -3.1795760722522126, 306.51514082128864], [3.1795760722522126, 0.9183516095017192, -1052.091508619649]]",.jpg,5
original/007/007_frame_00056,original/007,original/007_frame_00056.jpg,original,007,real,1,train,56,280,11.2,25.0,5,600,480,1,1,0.998503,322,95,396,187,interpolated,"{'left_eye': [377.927392578125, 131.14979248046876], 'right_eye': [343.0533264160157, 128.09695739746093], 'nose': [358.5513366699219, 146.17015686035157], 'mouth_left': [369.99408569335935, 166.42686767578124], 'mouth_right': [342.87620239257814, 163.79121704101564]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.2372666546962825, 3.227603234732625, -394.89254837567415], [-3.227603234732625, 0.2372666546962825, 1341.9931569273979]]",.jpg,5
original/007/007_frame_00057,original/007,original/007_frame_00057.jpg,original,007,real,1,train,57,285,11.4,25.0,5,600,480,1,1,0.998503,323,96,396,188,interpolated,"{'left_eye': [378.57954711914067, 132.33594665527346], 'right_eye': [343.7533203125, 128.98043670654297], 'nose': [359.21668701171876, 147.9062469482422], 'mouth_left': [370.2867858886719, 167.71088256835938], 'mouth_right': [343.4013916015625, 164.8237518310547]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.22405547688002223, 3.233859095409667, -395.45990764808823], [-3.233859095409667, 0.22405547688002223, 1347.8774476863543]]",.jpg,5
original/007/007_frame_00058,original/007,original/007_frame_00058.jpg,original,007,real,1,train,58,290,11.6,25.0,5,600,480,1,1,0.998503,323,96,397,188,interpolated,"{'left_eye': [379.2317016601562, 133.52210083007813], 'right_eye': [344.45331420898435, 129.863916015625], 'nose': [359.8820373535156, 149.6423370361328], 'mouth_left': [370.57948608398436, 168.9948974609375], 'mouth_right': [343.92658081054685, 165.85628662109374]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.21070519685837247, 3.2385181558481952, -395.73829586707274], [-3.2385181558481952, 0.21070519685837247, 1353.2485769128816]]",.jpg,5
original/007/007_frame_00059,original/007,original/007_frame_00059.jpg,original,007,real,1,train,59,295,11.8,25.0,5,600,480,1,1,0.998503,324,97,397,189,interpolated,"{'left_eye': [379.8838562011719, 134.70825500488283], 'right_eye': [345.15330810546874, 130.74739532470704], 'nose': [360.5473876953125, 151.37842712402343], 'mouth_left': [370.8721862792969, 170.27891235351564], 'mouth_right': [344.45177001953124, 166.88882141113282]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.1972321563941316, 3.241571623227571, -395.72576104243456], [-3.241571623227571, 0.1972321563941316, 1358.0985687277275]]",.jpg,5
original/007/007_frame_00060,original/007,original/007_frame_00060.jpg,original,007,real,1,train,60,300,12.0,25.0,5,600,480,1,1,0.998503,324,98,397,190,detected,"{'left_eye': [380.5360107421875, 135.8944091796875], 'right_eye': [345.8533020019531, 131.63087463378906], 'nose': [361.2127380371094, 153.11451721191406], 'mouth_left': [371.1648864746094, 171.56292724609375], 'mouth_right': [344.9769592285156, 167.92135620117188]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.18365654623549194, 3.2430107306650444, -395.4216687414268], [-3.2430107306650444, 0.18365654623549194, 1362.418635176565]]",.jpg,5
original/007/007_frame_00061,original/007,original/007_frame_00061.jpg,original,007,real,1,train,61,305,12.2,25.0,5,600,480,1,1,0.998503,324,97,397,189,interpolated,"{'left_eye': [380.2772583007813, 134.03296203613283], 'right_eye': [345.4761840820313, 130.64556884765625], 'nose': [361.3737670898438, 150.8593292236328], 'mouth_left': [372.07529907226564, 169.65111083984377], 'mouth_right': [345.59686279296875, 166.77787170410159]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.2610583308628354, 3.248711447867563, -418.6773552946664], [-3.248711447867563, 0.2610583308628354, 1353.7178106473477]]",.jpg,5
original/007/007_frame_00062,original/007,original/007_frame_00062.jpg,original,007,real,1,train,62,310,12.4,25.0,5,600,480,1,1,0.998503,324,96,397,188,interpolated,"{'left_eye': [380.01850585937495, 132.17151489257813], 'right_eye': [345.09906616210935, 129.66026306152344], 'nose': [361.5347961425781, 148.60414123535156], 'mouth_left': [372.9857116699219, 167.73929443359376], 'mouth_right': [346.2167663574219, 165.63438720703124]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.3389965173536603, 3.248627059330554, -441.2736272043501], [-3.248627059330554, 0.3389965173536603, 1343.112927587173]]",.jpg,5
original/007/007_frame_00063,original/007,original/007_frame_00063.jpg,original,007,real,1,train,63,315,12.6,25.0,5,600,480,1,1,0.998503,324,94,398,186,interpolated,"{'left_eye': [379.7597534179688, 130.31006774902346], 'right_eye': [344.7219482421875, 128.67495727539062], 'nose': [361.6958251953125, 146.3489532470703], 'mouth_left': [373.8961242675781, 165.82747802734374], 'mouth_right': [346.836669921875, 164.49090270996095]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.41705601465388925, 3.2426584948097372, -463.07610641297236], [-3.2426584948097372, 0.41705601465388925, 1330.628980600392]]",.jpg,5
original/007/007_frame_00064,original/007,original/007_frame_00064.jpg,original,007,real,1,train,64,320,12.8,25.0,5,600,480,1,1,0.998503,324,93,398,185,interpolated,"{'left_eye': [379.50100097656247, 128.44862060546876], 'right_eye': [344.34483032226564, 127.68965148925781], 'nose': [361.85685424804683, 144.09376525878906], 'mouth_left': [374.80653686523436, 163.91566162109376], 'mouth_right': [347.4565734863281, 163.3474182128906]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.49481656173242056, 3.2307731941857867, -483.95846670105124], [-3.2307731941857867, 0.49481656173242056, 1316.312656035836]]",.jpg,5
original/007/007_frame_00065,original/007,original/007_frame_00065.jpg,original,007,real,1,train,65,325,13.0,25.0,5,600,480,1,1,0.998838,324,92,398,184,detected,"{'left_eye': [379.24224853515625, 126.58717346191406], 'right_eye': [343.96771240234375, 126.704345703125], 'nose': [362.01788330078125, 141.8385772705078], 'mouth_left': [375.7169494628906, 162.00384521484375], 'mouth_right': [348.07647705078125, 162.2039337158203]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,67,269,336,269,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.7415501441783489, 1.6508853287746617, -361.2459199533939], [-1.6508853287746617, 0.7415501441783489, 725.7938633265289]]",.jpg,5
original/007/007_frame_00066,original/007,original/007_frame_00066.jpg,original,007,real,1,train,66,330,13.2,25.0,5,600,480,1,1,0.998261,324,93,398,185,interpolated,"{'left_eye': [379.4699768066406, 128.47359924316407], 'right_eye': [344.2734191894532, 128.1063995361328], 'nose': [361.99103393554685, 144.58124084472658], 'mouth_left': [374.9960083007813, 164.12857055664065], 'mouth_right': [348.01630859375, 163.89492797851562]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.5483658603600076, 3.223534485275475, -503.6019020799264], [-3.223534485275475, 0.5483658603600076, 1306.4234354492166]]",.jpg,5
original/007/007_frame_00067,original/007,original/007_frame_00067.jpg,original,007,real,1,train,67,335,13.4,25.0,5,600,480,1,1,0.998261,324,94,398,186,interpolated,"{'left_eye': [379.697705078125, 130.36002502441409], 'right_eye': [344.5791259765625, 129.50845336914062], 'nose': [361.9641845703125, 147.32390441894532], 'mouth_left': [374.2750671386719, 166.2532958984375], 'mouth_right': [347.9561401367188, 165.58592224121094]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.5242386612322371, 3.2302011054708863, -502.64051963182226], [-3.2302011054708863, 0.5242386612322371, 1311.4057074455761]]",.jpg,5
original/007/007_frame_00068,original/007,original/007_frame_00068.jpg,original,007,real,1,train,68,340,13.6,25.0,5,600,480,1,1,0.998261,325,95,397,187,interpolated,"{'left_eye': [379.92543334960936, 132.24645080566407], 'right_eye': [344.88483276367185, 130.91050720214844], 'nose': [361.9373352050781, 150.06656799316406], 'mouth_left': [373.5541259765625, 168.37802124023438], 'mouth_right': [347.8959716796875, 167.27691650390625]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.49955429518914973, 3.2329806433295536, -500.92004439756937], [-3.2329806433295536, 0.49955429518914973, 1315.161799920824]]",.jpg,5
original/007/007_frame_00069,original/007,original/007_frame_00069.jpg,original,007,real,1,train,69,345,13.8,25.0,5,600,480,1,1,0.998261,325,96,397,188,interpolated,"{'left_eye': [380.1531616210938, 134.13287658691408], 'right_eye': [345.19053955078124, 132.31256103515625], 'nose': [361.9104858398438, 152.80923156738282], 'mouth_left': [372.83318481445315, 170.50274658203125], 'mouth_right': [347.83580322265624, 168.96791076660156]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.47441019354200975, 3.231893322338748, -498.45429101075604], [-3.231893322338748, 0.47441019354200975, 1317.6871620056015]]",.jpg,5
original/007/007_frame_00070,original/007,original/007_frame_00070.jpg,original,007,real,1,train,70,350,14.0,25.0,5,600,480,1,1,0.998261,325,97,397,189,detected,"{'left_eye': [380.3808898925781, 136.01930236816406], 'right_eye': [345.4962463378906, 133.71461486816406], 'nose': [361.8836364746094, 155.55189514160156], 'mouth_left': [372.11224365234375, 172.62747192382812], 'mouth_right': [347.775634765625, 170.65890502929688]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.4488959538262682, 3.226977193272175, -495.2571743833789], [-3.226977193272175, 0.4488959538262682, 1318.9841759006715]]",.jpg,5
original/007/007_frame_00071,original/007,original/007_frame_00071.jpg,original,007,real,1,train,71,355,14.2,25.0,5,600,480,1,1,0.998261,323,96,395,187,interpolated,"{'left_eye': [377.735107421875, 134.50263061523438], 'right_eye': [343.2135437011719, 131.74568328857424], 'nose': [358.49963989257816, 152.6836669921875], 'mouth_left': [369.30966186523443, 170.4133728027344], 'mouth_right': [344.507861328125, 168.04713745117186]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[1.0161763483430406, -3.1638790622833346, 288.0127368759259], [3.1638790622833346, 1.0161763483430406, -1067.9922063362967]]",.jpg,5
original/007/007_frame_00072,original/007,original/007_frame_00072.jpg,original,007,real,1,train,72,360,14.4,25.0,5,600,480,1,1,0.998261,322,94,394,186,interpolated,"{'left_eye': [375.0893249511719, 132.9859588623047], 'right_eye': [340.93084106445315, 129.77675170898436], 'nose': [355.1156433105469, 149.81543884277343], 'mouth_left': [366.507080078125, 168.19927368164062], 'mouth_right': [341.240087890625, 165.43536987304688]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[1.0530778449186293, -3.198723392750207, 275.57611436587194], [3.198723392750207, 1.0530778449186293, -1074.5212339377715]]",.jpg,5
original/007/007_frame_00073,original/007,original/007_frame_00073.jpg,original,007,real,1,train,73,365,14.6,25.0,5,600,480,1,1,0.998261,320,93,392,184,interpolated,"{'left_eye': [372.44354248046875, 131.469287109375], 'right_eye': [338.64813842773435, 127.80782012939453], 'nose': [351.7316467285156, 146.94721069335938], 'mouth_left': [363.7044982910156, 165.98517456054688], 'mouth_right': [337.972314453125, 162.82360229492187]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[1.0896567290894126, -3.228872977668124, 262.60765468966656], [3.228872977668124, 1.0896567290894126, -1078.9830994054819]]",.jpg,5
original/007/007_frame_00074,original/007,original/007_frame_00074.jpg,original,007,real,1,train,74,370,14.8,25.0,5,600,480,1,1,0.998261,319,91,391,183,interpolated,"{'left_eye': [369.7977600097656, 129.9526153564453], 'right_eye': [336.3654357910156, 125.8388885498047], 'nose': [348.3476501464844, 144.0789825439453], 'mouth_left': [360.90191650390625, 163.7710754394531], 'mouth_right': [334.70454101562495, 160.2118347167969]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[1.125672482142166, -3.253809401824763, 249.14666482002994], [3.253809401824763, 1.125672482142166, -1081.2043972939998]]",.jpg,5
original/007/007_frame_00075,original/007,original/007_frame_00075.jpg,original,007,real,1,train,75,375,15.0,25.0,5,600,480,1,1,0.999142,317,90,389,181,detected,"{'left_eye': [367.1519775390625, 128.43594360351562], 'right_eye': [334.0827331542969, 123.86995697021484], 'nose': [344.9636535644531, 141.21075439453125], 'mouth_left': [358.0993347167969, 161.55697631835938], 'mouth_right': [331.436767578125, 157.60006713867188]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[1.1608582415896007, -3.2730335385226397, 235.24639851977398], [3.2730335385226397, 1.1608582415896007, -1081.0227018049445]]",.jpg,5
original/007/007_frame_00076,original/007,original/007_frame_00076.jpg,original,007,real,1,train,76,380,15.2,25.0,5,600,480,1,1,0.998768,318,91,391,183,interpolated,"{'left_eye': [369.32829589843755, 130.19891052246095], 'right_eye': [335.8472351074219, 125.36776123046876], 'nose': [347.4559997558594, 143.69403076171875], 'mouth_left': [360.4764343261719, 163.45037841796875], 'mouth_right': [333.2089904785156, 159.22420959472657]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[1.1225014842999375, -3.2404082694150222, 247.7302270039342], [3.2404082694150222, 1.1225014842999375, -1073.652434054217]]",.jpg,5
